Pavarde        Vardas         vidurkis            mediana             
Vardas1524     Pavarde1524    3.3                 3.4                 
Vardas2832     Pavarde2832    3.3                 2.6                 
Vardas8921     Pavarde8921    3.3                 3                   
Vardas827      Pavarde827     3.3                 3                   
Vardas132      Pavarde132     3.3                 3.4                 
Vardas3773     Pavarde3773    3.3                 3.4                 
Vardas1045     Pavarde1045    3.3                 3                   
Vardas2046     Pavarde2046    3.3                 2.6                 
Vardas9996     Pavarde9996    3.3                 3                   
Vardas1600     Pavarde1600    3.3                 3.4                 
Vardas4035     Pavarde4035    3.3                 3.4                 
Vardas7673     Pavarde7673    3.3                 3.4                 
Vardas7886     Pavarde7886    3.3                 3                   
Vardas752      Pavarde752     3.3                 3.4                 
Vardas4412     Pavarde4412    3.3                 3.4                 
Vardas8290     Pavarde8290    3.3                 3.4                 
Vardas1669     Pavarde1669    3.3                 3                   
Vardas4268     Pavarde4268    3.3                 2.6                 
Vardas7932     Pavarde7932    3.3                 3.4                 
Vardas6616     Pavarde6616    3.3                 2.6                 
Vardas5601     Pavarde5601    3.3                 3                   
Vardas2606     Pavarde2606    3.3                 3.4                 
Vardas6640     Pavarde6640    3.3                 3                   
Vardas7161     Pavarde7161    3.3                 3.4                 
Vardas1107     Pavarde1107    3.3                 2.6                 
Vardas3603     Pavarde3603    3.3                 2.6                 
Vardas3477     Pavarde3477    3.3                 3.4                 
Vardas1858     Pavarde1858    3.3                 3                   
Vardas8212     Pavarde8212    3.3                 3                   
Vardas1472     Pavarde1472    3.3                 2.6                 
Vardas6453     Pavarde6453    3.3                 3.2                 
Vardas2370     Pavarde2370    3.3                 2.8                 
Vardas7660     Pavarde7660    3.3                 2.8                 
Vardas4980     Pavarde4980    3.3                 4                   
Vardas9174     Pavarde9174    3.3                 3.6                 
Vardas2580     Pavarde2580    3.3                 3.2                 
Vardas3580     Pavarde3580    3.3                 3.6                 
Vardas9602     Pavarde9602    3.3                 3.2                 
Vardas101      Pavarde101     3.3                 3.2                 
Vardas1041     Pavarde1041    3.3                 3.6                 
Vardas8061     Pavarde8061    3.3                 2.8                 
Vardas6777     Pavarde6777    3.3                 4                   
Vardas4883     Pavarde4883    3.3                 3.2                 
Vardas6973     Pavarde6973    3.3                 3.6                 
Vardas2477     Pavarde2477    3.3                 3.2                 
Vardas2207     Pavarde2207    3.3                 3.2                 
Vardas8170     Pavarde8170    3.3                 3.2                 
Vardas4874     Pavarde4874    3.3                 3.6                 
Vardas8520     Pavarde8520    3.3                 3.2                 
Vardas1394     Pavarde1394    3.3                 2.8                 
Vardas8523     Pavarde8523    3.3                 3.6                 
Vardas6141     Pavarde6141    3.3                 3.6                 
Vardas5844     Pavarde5844    3.3                 3.2                 
Vardas994      Pavarde994     3.3                 3.6                 
Vardas8370     Pavarde8370    3.3                 3.6                 
Vardas1732     Pavarde1732    3.3                 2.8                 
Vardas350      Pavarde350     3.3                 4                   
Vardas1282     Pavarde1282    3.3                 3.6                 
Vardas6489     Pavarde6489    3.3                 3.6                 
Vardas1090     Pavarde1090    3.3                 3.6                 
Vardas5503     Pavarde5503    3.3                 2.8                 
Vardas7044     Pavarde7044    3.3                 3.2                 
Vardas6651     Pavarde6651    3.3                 3.2                 
Vardas5325     Pavarde5325    3.3                 3.2                 
Vardas3210     Pavarde3210    3.3                 3.6                 
Vardas4284     Pavarde4284    3.3                 2.8                 
Vardas3937     Pavarde3937    3.3                 3.2                 
Vardas9646     Pavarde9646    3.3                 3.2                 
Vardas9639     Pavarde9639    3.3                 2.8                 
Vardas5125     Pavarde5125    3.3                 2.4                 
Vardas5126     Pavarde5126    3.3                 2.8                 
Vardas1424     Pavarde1424    3.3                 3.6                 
Vardas1510     Pavarde1510    3.3                 2.8                 
Vardas4459     Pavarde4459    3.3                 3.2                 
Vardas5697     Pavarde5697    3.3                 3.2                 
Vardas4549     Pavarde4549    3.3                 2.8                 
